# Bischoff & Ratcliff container-loading instance BR8-34, converted from
# BR/BR8/34.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 112 (30 distinct types)
# Total profit if all packed: 29819552
# Total box volume: 29819552   Container volume: 30089620   (ratio 0.991)

BOXES
1 5 68 35 27 1
2 2 118 57 43 1
3 4 73 72 36 1
4 7 85 58 50 1
5 3 86 56 33 1
6 4 99 44 31 1
7 3 93 54 49 1
8 3 89 69 26 1
9 5 98 90 74 1
10 2 58 48 46 1
11 6 56 55 22 1
12 2 104 63 59 1
13 5 80 69 66 1
14 6 110 59 58 1
15 4 96 79 63 1
16 1 82 77 57 1
17 1 55 48 34 1
18 3 120 99 40 1
19 4 97 43 34 1
20 3 115 68 55 1
21 5 78 61 48 1
22 4 75 60 58 1
23 4 77 54 34 1
24 4 80 66 31 1
25 4 80 63 20 1
26 1 34 30 20 1
27 4 80 77 74 1
28 3 100 83 69 1
29 6 87 63 23 1
30 4 81 75 68 1
CONTAINERS
1 1 587 220 233
