# Bischoff & Ratcliff container-loading instance BR8-55, converted from
# BR/BR8/55.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 156 (30 distinct types)
# Total profit if all packed: 30043068
# Total box volume: 30043068   Container volume: 30089620   (ratio 0.998)

BOXES
1 3 100 94 28 1
2 7 81 78 66 1
3 7 111 49 21 1
4 5 119 63 37 1
5 5 72 50 30 1
6 5 58 58 40 1
7 3 108 55 29 1
8 5 54 49 38 1
9 5 69 46 44 1
10 7 88 71 61 1
11 6 83 58 35 1
12 3 108 77 37 1
13 6 108 62 57 1
14 5 73 61 31 1
15 5 92 46 43 1
16 7 62 53 51 1
17 8 79 69 20 1
18 6 74 39 38 1
19 3 92 70 28 1
20 2 78 73 61 1
21 7 105 70 26 1
22 7 60 35 20 1
23 5 91 60 45 1
24 6 105 47 36 1
25 3 92 62 39 1
26 5 43 37 35 1
27 5 78 67 56 1
28 2 93 61 34 1
29 5 94 54 45 1
30 8 97 35 34 1
CONTAINERS
1 1 587 220 233
