# Bischoff & Ratcliff container-loading instance BR17-58, converted from
# BR/BR17/58.json (kcliu2/CLP-Datasets on GitHub).
# Source: Liu, C., Smith-Miles, K., Wauters, T. & Costa, A.M. (2025), Computers & Operations Research 182:107111.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 129 (120 distinct types)
# Total profit if all packed: 29939784
# Total box volume: 29939784   Container volume: 30089620   (ratio 0.995)

BOXES
1 1 105 81 46 1
2 1 115 81 61 1
3 1 72 51 23 1
4 1 65 56 33 1
5 1 60 44 21 1
6 1 85 69 65 1
7 1 90 82 35 1
8 1 115 94 64 1
9 1 80 53 33 1
10 1 95 81 37 1
11 1 66 46 45 1
12 1 109 36 25 1
13 1 89 62 50 1
14 1 54 32 27 1
15 1 79 33 32 1
16 1 80 50 47 1
17 1 81 57 44 1
18 1 107 31 21 1
19 1 91 85 80 1
20 1 93 68 27 1
21 1 78 44 33 1
22 1 73 40 29 1
23 1 93 86 73 1
24 1 111 62 23 1
25 1 70 68 27 1
26 1 116 25 20 1
27 2 54 52 45 1
28 1 116 60 40 1
29 1 38 33 22 1
30 1 95 71 47 1
31 1 77 76 50 1
32 1 69 47 41 1
33 1 69 66 35 1
34 1 73 59 42 1
35 1 119 40 27 1
36 1 117 78 45 1
37 1 48 45 40 1
38 1 71 63 46 1
39 1 62 52 28 1
40 1 73 35 26 1
41 1 90 67 29 1
42 1 119 58 53 1
43 1 117 45 26 1
44 1 52 38 31 1
45 1 77 66 62 1
46 1 90 62 29 1
47 1 94 73 62 1
48 1 88 32 20 1
49 2 87 28 24 1
50 1 111 68 62 1
51 1 115 72 65 1
52 1 83 79 76 1
53 2 115 90 24 1
54 2 80 61 48 1
55 1 80 62 41 1
56 1 81 80 46 1
57 2 93 32 25 1
58 1 90 79 43 1
59 1 111 79 30 1
60 1 77 67 45 1
61 1 78 55 29 1
62 1 102 65 30 1
63 1 84 53 50 1
64 1 53 39 33 1
65 1 71 55 42 1
66 1 95 61 56 1
67 2 75 54 48 1
68 1 77 67 37 1
69 1 89 76 64 1
70 1 103 64 60 1
71 1 91 44 27 1
72 1 84 61 57 1
73 1 118 33 25 1
74 1 95 43 38 1
75 1 108 70 62 1
76 2 118 55 31 1
77 1 86 57 22 1
78 2 107 66 41 1
79 1 93 54 43 1
80 1 88 77 24 1
81 1 79 74 44 1
82 1 87 63 53 1
83 1 98 73 70 1
84 1 77 46 41 1
85 1 101 76 68 1
86 1 50 32 29 1
87 1 59 54 38 1
88 1 79 66 53 1
89 1 93 65 32 1
90 2 87 86 68 1
91 1 56 50 46 1
92 1 115 31 25 1
93 1 117 100 53 1
94 1 58 50 28 1
95 1 78 77 60 1
96 1 91 64 47 1
97 1 71 62 30 1
98 1 112 26 23 1
99 1 98 97 75 1
100 1 75 54 43 1
101 1 93 32 27 1
102 1 96 92 54 1
103 1 106 94 21 1
104 1 65 37 34 1
105 1 120 77 39 1
106 1 84 67 39 1
107 1 106 69 62 1
108 1 79 66 43 1
109 1 56 40 33 1
110 1 82 45 28 1
111 1 87 67 63 1
112 1 66 59 42 1
113 1 88 63 58 1
114 1 60 56 29 1
115 1 76 65 57 1
116 1 94 76 37 1
117 1 94 60 44 1
118 1 72 41 38 1
119 1 80 72 43 1
120 1 52 48 34 1
CONTAINERS
1 1 587 220 233
