# Bischoff & Ratcliff container-loading instance BR17-33, converted from
# BR/BR17/33.json (kcliu2/CLP-Datasets on GitHub).
# Source: Liu, C., Smith-Miles, K., Wauters, T. & Costa, A.M. (2025), Computers & Operations Research 182:107111.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 124 (120 distinct types)
# Total profit if all packed: 29964062
# Total box volume: 29964062   Container volume: 30089620   (ratio 0.996)

BOXES
1 1 40 36 21 1
2 1 76 45 31 1
3 1 63 54 51 1
4 1 114 77 69 1
5 1 95 57 53 1
6 1 92 36 20 1
7 2 90 84 47 1
8 1 84 69 24 1
9 1 57 35 35 1
10 1 78 76 50 1
11 1 81 67 37 1
12 1 73 51 43 1
13 1 64 54 30 1
14 1 85 73 51 1
15 1 83 58 23 1
16 1 114 71 27 1
17 1 67 56 50 1
18 1 79 51 46 1
19 1 89 57 36 1
20 1 109 72 46 1
21 1 93 54 35 1
22 1 114 77 33 1
23 1 77 45 25 1
24 1 97 64 59 1
25 1 100 92 30 1
26 1 58 48 38 1
27 1 88 85 54 1
28 1 75 49 43 1
29 2 71 53 42 1
30 1 73 67 42 1
31 1 92 53 48 1
32 1 94 86 39 1
33 1 97 58 33 1
34 1 58 42 41 1
35 1 80 77 52 1
36 1 108 52 46 1
37 1 77 60 43 1
38 1 111 62 33 1
39 1 78 63 35 1
40 1 93 84 44 1
41 1 115 78 38 1
42 1 88 85 39 1
43 1 84 47 38 1
44 1 61 44 32 1
45 1 50 44 33 1
46 1 98 63 47 1
47 1 66 57 51 1
48 1 111 57 26 1
49 1 91 75 37 1
50 1 98 61 21 1
51 1 66 60 48 1
52 1 88 68 64 1
53 1 93 86 42 1
54 1 82 68 53 1
55 1 114 79 40 1
56 1 105 33 32 1
57 1 103 81 44 1
58 1 102 62 32 1
59 1 100 97 80 1
60 1 97 68 40 1
61 1 63 56 37 1
62 1 111 94 53 1
63 1 64 46 31 1
64 1 94 63 63 1
65 1 67 60 39 1
66 1 52 51 35 1
67 1 112 66 43 1
68 1 45 39 30 1
69 2 76 74 68 1
70 1 76 72 42 1
71 1 84 68 25 1
72 1 91 85 39 1
73 1 100 92 39 1
74 1 65 42 35 1
75 1 120 70 70 1
76 1 81 67 27 1
77 1 83 55 36 1
78 1 79 79 64 1
79 1 64 56 33 1
80 1 76 71 31 1
81 1 64 30 20 1
82 1 113 91 44 1
83 1 67 63 49 1
84 1 94 73 60 1
85 1 67 67 50 1
86 1 60 57 37 1
87 1 70 50 34 1
88 1 66 64 30 1
89 1 54 54 25 1
90 1 117 76 45 1
91 1 77 54 34 1
92 1 107 96 67 1
93 1 104 73 21 1
94 1 69 67 32 1
95 1 92 84 60 1
96 1 60 56 51 1
97 1 119 77 25 1
98 1 80 49 41 1
99 1 89 56 43 1
100 1 74 59 39 1
101 1 80 54 46 1
102 1 99 79 25 1
103 1 78 63 50 1
104 1 105 98 32 1
105 1 75 57 37 1
106 1 95 33 21 1
107 1 87 60 56 1
108 2 105 38 33 1
109 1 80 79 72 1
110 1 76 55 40 1
111 1 112 77 42 1
112 1 86 73 65 1
113 1 86 64 57 1
114 1 71 67 49 1
115 1 95 61 57 1
116 1 95 94 42 1
117 1 109 93 55 1
118 1 95 78 44 1
119 1 72 49 40 1
120 1 61 38 32 1
CONTAINERS
1 1 587 220 233
