# Bischoff & Ratcliff container-loading instance BR17-40, converted from
# BR/BR17/40.json (kcliu2/CLP-Datasets on GitHub).
# Source: Liu, C., Smith-Miles, K., Wauters, T. & Costa, A.M. (2025), Computers & Operations Research 182:107111.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 129 (120 distinct types)
# Total profit if all packed: 30053361
# Total box volume: 30053361   Container volume: 30089620   (ratio 0.999)

BOXES
1 1 85 77 62 1
2 1 94 63 32 1
3 1 83 75 45 1
4 1 95 95 54 1
5 1 76 76 30 1
6 1 113 66 44 1
7 1 108 71 61 1
8 1 118 62 37 1
9 1 93 58 48 1
10 2 60 32 29 1
11 1 97 75 59 1
12 1 105 56 35 1
13 1 67 58 53 1
14 1 96 51 37 1
15 1 91 52 32 1
16 1 73 70 32 1
17 1 96 80 22 1
18 1 94 82 66 1
19 1 95 76 73 1
20 1 64 29 23 1
21 1 99 85 32 1
22 1 85 64 40 1
23 1 108 81 29 1
24 2 77 56 44 1
25 1 110 86 78 1
26 1 100 86 35 1
27 1 88 69 50 1
28 1 81 67 53 1
29 1 56 38 33 1
30 1 73 36 28 1
31 1 63 57 51 1
32 1 70 64 49 1
33 1 96 65 32 1
34 1 99 46 35 1
35 1 96 91 43 1
36 1 56 48 33 1
37 1 87 66 58 1
38 1 63 41 39 1
39 1 109 53 49 1
40 1 88 61 56 1
41 1 105 53 36 1
42 1 93 80 64 1
43 1 68 59 49 1
44 1 48 37 35 1
45 1 87 72 69 1
46 2 110 84 73 1
47 2 110 48 46 1
48 1 90 47 43 1
49 1 119 80 52 1
50 1 87 72 30 1
51 1 104 79 29 1
52 1 89 78 77 1
53 1 56 52 42 1
54 1 88 69 50 1
55 1 70 44 24 1
56 1 81 68 43 1
57 1 59 31 23 1
58 1 82 66 42 1
59 1 114 72 63 1
60 1 62 44 28 1
61 1 72 53 50 1
62 1 47 27 25 1
63 1 63 58 42 1
64 1 89 40 35 1
65 1 67 53 46 1
66 1 82 67 57 1
67 1 58 48 29 1
68 1 93 34 32 1
69 1 119 64 46 1
70 1 58 38 34 1
71 1 104 45 29 1
72 1 55 52 45 1
73 1 49 43 20 1
74 1 100 74 36 1
75 1 98 28 24 1
76 1 58 41 40 1
77 1 57 40 27 1
78 1 100 61 43 1
79 1 119 79 38 1
80 1 97 58 33 1
81 1 67 41 34 1
82 1 69 48 35 1
83 1 117 97 44 1
84 2 118 66 37 1
85 1 84 67 55 1
86 1 120 66 37 1
87 1 65 63 47 1
88 1 99 91 30 1
89 1 101 88 43 1
90 1 90 76 55 1
91 1 33 33 28 1
92 1 84 55 40 1
93 1 65 60 50 1
94 1 106 55 33 1
95 1 86 51 31 1
96 2 96 78 69 1
97 1 48 47 27 1
98 1 92 86 73 1
99 1 44 37 37 1
100 1 73 66 51 1
101 1 36 30 25 1
102 1 62 61 30 1
103 1 92 62 47 1
104 2 119 80 43 1
105 2 102 53 40 1
106 1 63 58 31 1
107 1 67 56 29 1
108 2 119 46 21 1
109 1 91 50 33 1
110 1 56 41 24 1
111 1 70 62 44 1
112 1 88 32 30 1
113 1 69 66 40 1
114 1 76 71 64 1
115 1 54 33 30 1
116 1 120 99 22 1
117 1 90 36 22 1
118 1 74 50 46 1
119 1 78 76 33 1
120 1 39 38 25 1
CONTAINERS
1 1 587 220 233
