# Bischoff & Ratcliff container-loading instance BR18-13, converted from
# BR/BR18/13.json (kcliu2/CLP-Datasets on GitHub).
# Source: Liu, C., Smith-Miles, K., Wauters, T. & Costa, A.M. (2025), Computers & Operations Research 182:107111.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 137 (130 distinct types)
# Total profit if all packed: 29715863
# Total box volume: 29715863   Container volume: 30089620   (ratio 0.988)

BOXES
1 1 52 36 25 1
2 1 63 37 21 1
3 1 100 61 36 1
4 1 79 52 36 1
5 1 99 63 36 1
6 1 97 49 30 1
7 1 90 69 55 1
8 1 91 33 28 1
9 1 111 76 41 1
10 1 95 44 35 1
11 1 74 47 29 1
12 1 100 48 20 1
13 1 75 38 30 1
14 1 86 68 44 1
15 1 72 52 33 1
16 2 112 52 25 1
17 1 109 48 40 1
18 1 83 74 42 1
19 1 101 93 40 1
20 1 76 66 31 1
21 1 107 71 25 1
22 1 57 40 40 1
23 1 64 49 24 1
24 1 118 75 48 1
25 1 99 61 33 1
26 1 100 59 30 1
27 1 92 77 31 1
28 1 77 75 72 1
29 1 61 44 32 1
30 1 65 55 25 1
31 1 89 29 23 1
32 1 117 61 20 1
33 1 89 65 50 1
34 1 63 45 23 1
35 1 92 62 37 1
36 1 101 81 21 1
37 1 113 78 54 1
38 1 95 33 27 1
39 1 90 57 29 1
40 1 110 100 39 1
41 1 116 70 59 1
42 1 113 72 40 1
43 1 41 33 25 1
44 1 91 72 30 1
45 1 108 86 74 1
46 1 91 59 49 1
47 1 53 49 43 1
48 1 97 94 26 1
49 1 72 50 30 1
50 1 73 52 41 1
51 1 89 77 70 1
52 1 110 47 31 1
53 1 94 83 43 1
54 1 102 54 35 1
55 1 82 49 32 1
56 1 99 43 20 1
57 1 75 41 34 1
58 2 72 71 47 1
59 1 74 69 59 1
60 1 78 54 24 1
61 1 107 69 44 1
62 1 100 42 24 1
63 1 70 51 28 1
64 1 118 97 38 1
65 1 52 41 27 1
66 1 68 64 59 1
67 1 40 38 33 1
68 1 118 100 75 1
69 1 117 49 47 1
70 1 85 66 65 1
71 1 78 69 47 1
72 1 50 46 27 1
73 1 85 67 33 1
74 1 108 83 33 1
75 1 41 38 27 1
76 1 106 63 25 1
77 1 104 59 36 1
78 1 75 46 38 1
79 1 42 35 30 1
80 1 73 57 50 1
81 1 103 82 38 1
82 1 78 64 52 1
83 1 58 50 31 1
84 1 87 34 30 1
85 2 90 67 58 1
86 1 83 44 31 1
87 1 77 76 59 1
88 1 58 53 38 1
89 1 115 96 71 1
90 1 82 50 26 1
91 1 62 60 38 1
92 1 88 64 39 1
93 1 112 51 20 1
94 1 89 53 40 1
95 1 103 59 48 1
96 1 65 33 31 1
97 1 118 57 36 1
98 1 91 58 38 1
99 1 99 99 42 1
100 1 100 100 46 1
101 1 61 56 41 1
102 2 101 54 26 1
103 1 49 42 24 1
104 1 64 57 52 1
105 1 77 75 36 1
106 1 115 67 59 1
107 1 83 75 72 1
108 1 64 50 35 1
109 1 98 98 44 1
110 1 119 94 49 1
111 1 82 60 23 1
112 2 100 66 42 1
113 1 56 50 32 1
114 1 61 49 23 1
115 1 60 36 34 1
116 1 114 79 65 1
117 1 71 46 25 1
118 1 104 47 46 1
119 1 115 95 26 1
120 1 107 41 25 1
121 1 77 67 62 1
122 1 89 36 27 1
123 1 91 60 52 1
124 2 58 42 41 1
125 1 116 95 52 1
126 2 81 42 38 1
127 1 107 77 20 1
128 1 64 58 36 1
129 1 88 26 25 1
130 1 65 61 42 1
CONTAINERS
1 1 587 220 233
